,tweet_id,timestamp,source,text,expanded_urls,rating_numerator,rating_denominator,name,favorites,retweets,user_followers,jpg_url,dog_stage,prediction_algorithm,confidence_level,dog_gender
2040,666407126856765440,2015-11-17 00:06:54,Twitter for iPhone,This is a southern Vesuvius bumblegruff. Can drive a truck (wow). Made friends with 5 other nifty dogs (neat). 7/10 https://t.co/LopTBkKa8h,https://twitter.com/dog_rates/status/666407126856765440/photo/1,7.0,10.0,a,110,41,6556671,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg,None,black-and-tan_coonhound,0.529139,
2039,666411507551481857,2015-11-17 00:24:19,Twitter for iPhone,This is quite the dog. Gets really excited when not in water. Not very soft tho. Bad at fetch. Can't do tricks. 2/10 https://t.co/aMCTNWO94t,https://twitter.com/dog_rates/status/666411507551481857/photo/1,2.0,10.0,quite,450,333,6556671,https://pbs.twimg.com/media/CT-RugiWIAELEaq.jpg,None,,0.0,
2038,666418789513326592,2015-11-17 00:53:15,Twitter for iPhone,This is Walter. He is an Alaskan Terrapin. Loves outdated bandanas. One ear still working. Cool house plant. 10/10 https://t.co/qXpcwENTvn,https://twitter.com/dog_rates/status/666418789513326592/photo/1,10.0,10.0,Walter,126,47,6556671,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg,None,toy_terrier,0.14968,male
2037,666421158376562688,2015-11-17 01:02:40,Twitter for iPhone,*internally screaming* 12/10 https://t.co/YMcrXC2Y6R,https://twitter.com/dog_rates/status/666421158376562688/photo/1,12.0,10.0,None,319,116,6556671,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg,None,Blenheim_spaniel,0.906777,
2036,666428276349472768,2015-11-17 01:30:57,Twitter for iPhone,Here we have an Austrian Pulitzer. Collectors edition. Levitates (?). 7/10 would garden with https://t.co/NMQq6HIglK,https://twitter.com/dog_rates/status/666428276349472768/photo/1,7.0,10.0,None,166,86,6556671,https://pbs.twimg.com/media/CT-g-0DUwAEQdSn.jpg,None,Pembroke,0.371361,
2035,666430724426358785,2015-11-17 01:40:41,Twitter for iPhone,Oh boy what a pup! Sunglasses take this one to the next level. Weirdly folds front legs. Pretty big. 6/10 https://t.co/yECbFrSArM,https://twitter.com/dog_rates/status/666430724426358785/photo/1,6.0,10.0,None,320,200,6556671,https://pbs.twimg.com/media/CT-jNYqW4AAPi2M.jpg,None,Irish_terrier,0.104109,
2034,666435652385423360,2015-11-17 02:00:15,Twitter for iPhone,"""Can you behave? You're ruining my wedding day""
DOG: idgaf this flashlight tastes good as hell

10/10 https://t.co/GlFZPzqcEU",https://twitter.com/dog_rates/status/666435652385423360/photo/1,10.0,10.0,None,168,54,6556671,https://pbs.twimg.com/media/CT-nsTQWEAEkyDn.jpg,None,Chesapeake_Bay_retriever,0.18413,
2033,666437273139982337,2015-11-17 02:06:42,Twitter for iPhone,Here we see a lone northeastern Cumberbatch. Half ladybug. Only builds with bricks. Very confident with body. 7/10 https://t.co/7LtjBS0GPK,https://twitter.com/dog_rates/status/666437273139982337/photo/1,7.0,10.0,None,128,50,6556670,https://pbs.twimg.com/media/CT-pKmRWIAAxUWj.jpg,None,Chihuahua,0.6718529999999999,
2032,666447344410484738,2015-11-17 02:46:43,Twitter for iPhone,This is Scout. She is a black Downton Abbey. Isn't afraid to get dirty. 9/10 nothing bad to say https://t.co/kH60oka1HW,https://twitter.com/dog_rates/status/666447344410484738/photo/1,9.0,10.0,Scout,104,22,6556670,https://pbs.twimg.com/media/CT-yU5QWwAEjLX5.jpg,None,curly-coated_retriever,0.32208400000000004,female
2045,666345417576210432,2015-11-16 20:01:42,Twitter for iPhone,Look at this jokester thinking seat belt laws don't apply to him. Great tongue tho 10/10 https://t.co/VFKG1vxGjB,https://twitter.com/dog_rates/status/666345417576210432/photo/1,10.0,10.0,None,301,142,6556671,https://pbs.twimg.com/media/CT9Vn7PWoAA_ZCM.jpg,None,golden_retriever,0.8587440000000001,
2031,666454714377183233,2015-11-17 03:16:00,Twitter for iPhone,I'll name the dogs from now on. This is Kreggory. He does parkour. 10/10 https://t.co/uPqPeXAcua,https://twitter.com/dog_rates/status/666454714377183233/photo/1,10.0,10.0,Kreggory,527,215,6556669,https://pbs.twimg.com/media/CT-5Bs-WUAA2JeC.jpg,None,dalmatian,0.278954,male
2029,666649482315059201,2015-11-17 16:09:56,Twitter for iPhone,Cool dog. Enjoys couch. Low monotone bark. Very nice kicks. Pisses milk (must be rare). Can't go down stairs. 4/10 https://t.co/vXMKrJC81s,https://twitter.com/dog_rates/status/666649482315059201/photo/1,4.0,10.0,None,900,595,6556669,https://pbs.twimg.com/media/CUBqKnLWwAA5OQB.jpg,None,Border_collie,0.447803,
2028,666691418707132416,2015-11-17 18:56:35,Twitter for iPhone,This is Christoper. He is a spotted Penne. Can easily navigate stairs. 8/10 https://t.co/bg4TqvvkuF,https://twitter.com/dog_rates/status/666691418707132416/photo/1,8.0,10.0,Christoper,189,48,6556669,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg,None,German_shepherd,0.975401,male
2027,666701168228331520,2015-11-17 19:35:19,Twitter for iPhone,This is a golden Buckminsterfullerene named Johm. Drives trucks. Lumberjack (?). Enjoys wall. 8/10 would hug softly https://t.co/uQbZJM2DQB,https://twitter.com/dog_rates/status/666701168228331520/photo/1,8.0,10.0,a,440,224,6556669,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,None,Labrador_retriever,0.887707,
2026,666739327293083650,2015-11-17 22:06:57,Twitter for iPhone,This is Lugan. He is a Bohemian Rhapsody. Very confused dog. Thinks his name is Rocky. Not amused by the snows 10/10 https://t.co/tI3uFLDHBI,https://twitter.com/dog_rates/status/666739327293083650/photo/1,10.0,10.0,Lugan,239,67,6556669,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,None,miniature_poodle,0.546933,male
2025,666776908487630848,2015-11-18 00:36:17,Twitter for iPhone,This is Josep. He is a Rye Manganese mix. Can drive w eyes closed. Very irresponsible. Menace on the roadways. 5/10 https://t.co/XNGeDwrtYH,https://twitter.com/dog_rates/status/666776908487630848/photo/1,5.0,10.0,Josep,359,179,6556668,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,None,miniature_pinscher,0.167175,male
2024,666781792255496192,2015-11-18 00:55:42,Twitter for iPhone,This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10 https://t.co/uEvsGLOFHa,https://twitter.com/dog_rates/status/666781792255496192/photo/1,10.0,10.0,a,396,203,6556668,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,None,Italian_greyhound,0.618316,
2023,666786068205871104,2015-11-18 01:12:41,Twitter for iPhone,Unfamiliar with this breed. Ears pointy af. Won't let go of seashell. Won't eat kibble. Not very fast. Bad dog 2/10 https://t.co/EIn5kElY1S,https://twitter.com/dog_rates/status/666786068205871104/photo/1,2.0,10.0,None,783,503,6556667,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg,None,,0.0,
2022,666804364988780544,2015-11-18 02:25:23,Twitter for iPhone,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/RdKbAOEpDK,https://twitter.com/dog_rates/status/666804364988780544/photo/1,8.0,10.0,Jockson,244,94,6556667,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,None,English_setter,0.32879200000000003,male
2021,666817836334096384,2015-11-18 03:18:55,Twitter for iPhone,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 https://t.co/8whlkYw3mO,https://twitter.com/dog_rates/status/666817836334096384/photo/1,9.0,10.0,Jeph,533,259,6556667,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,None,miniature_schnauzer,0.496953,male
2020,666826780179869698,2015-11-18 03:54:28,Twitter for iPhone,12/10 simply brilliant pup https://t.co/V6ZzG45zzG,https://twitter.com/dog_rates/status/666826780179869698/photo/1,12.0,10.0,None,257,101,6556667,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,None,Maltese_dog,0.359383,
2019,666835007768551424,2015-11-18 04:27:09,Twitter for iPhone,These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 https://t.co/ZnEMHBsAs1,https://twitter.com/dog_rates/status/666835007768551424/photo/1,10.0,10.0,None,219,82,6556667,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,None,Airedale,0.448459,
2018,666837028449972224,2015-11-18 04:35:11,Twitter for iPhone,My goodness. Very rare dog here. Large. Tail dangerous. Kinda fat. Only eats leaves. Doesn't come when called 3/10 https://t.co/xYGdBrMS9h,https://twitter.com/dog_rates/status/666837028449972224/photo/1,3.0,10.0,None,840,568,6556667,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg,None,,0.0,
2017,666983947667116034,2015-11-18 14:18:59,Twitter for iPhone,This is a curly Ticonderoga named Pepe. No feet. Loves to jet ski. 11/10 would hug until forever https://t.co/cyDfaK8NBc,https://twitter.com/dog_rates/status/666983947667116034/photo/1,11.0,10.0,a,2626,1022,6556667,https://pbs.twimg.com/media/CUGaXDhW4AY9JUH.jpg,None,,0.0,
2030,666644823164719104,2015-11-17 15:51:26,Twitter for iPhone,This is Jimothy. He is a Botwanian Gouda. Can write (impressive). Very erect tail. Still looking for hoco date. 9/10 https://t.co/LEkZjZxESQ,https://twitter.com/dog_rates/status/666644823164719104/photo/1,9.0,10.0,Jimothy,235,85,6556669,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,None,Ibizan_hound,0.0443334,male
2046,666337882303524864,2015-11-16 19:31:45,Twitter for iPhone,This is an extremely rare horned Parthenon. Not amused. Wears shoes. Overall very nice. 9/10 would pet aggressively https://t.co/QpRjllzWAL,https://twitter.com/dog_rates/status/666337882303524864/photo/1,9.0,10.0,an,200,94,6556671,https://pbs.twimg.com/media/CT9OwFIWEAMuRje.jpg,None,Newfoundland,0.278407,
2047,666293911632134144,2015-11-16 16:37:02,Twitter for iPhone,This is a funny dog. Weird toes. Won't come down. Loves branch. Refuses to eat his food. Hard to cuddle with. 3/10 https://t.co/IIXis0zta0,https://twitter.com/dog_rates/status/666293911632134144/photo/1,3.0,10.0,a,513,359,6556671,https://pbs.twimg.com/media/CT8mx7KW4AEQu8N.jpg,None,,0.0,male
2048,666287406224695296,2015-11-16 16:11:11,Twitter for iPhone,This is an Albanian 3 1/2 legged  Episcopalian. Loves well-polished hardwood flooring. Penis on the collar. 9/10 https://t.co/d9NcXFKwLv,https://twitter.com/dog_rates/status/666287406224695296/photo/1,9.0,10.0,an,151,68,6556671,https://pbs.twimg.com/media/CT8g3BpUEAAuFjg.jpg,None,Maltese_dog,0.8575309999999999,
2068,666020888022790149,2015-11-15 22:32:08,Twitter for iPhone,Here we have a Japanese Irish Setter. Lost eye in Vietnam (?). Big fan of relaxing on stair. 8/10 would pet https://t.co/BLDqew2Ijj,https://twitter.com/dog_rates/status/666020888022790149/photo/1,8.0,10.0,None,2560,521,6556677,https://pbs.twimg.com/media/CT4udn0WwAA0aMy.jpg,None,Welsh_springer_spaniel,0.465074,
2067,666029285002620928,2015-11-15 23:05:30,Twitter for iPhone,This is a western brown Mitsubishi terrier. Upset about leaf. Actually 2 dogs here. 7/10 would walk the shit out of https://t.co/r7mOb2m0UI,https://twitter.com/dog_rates/status/666029285002620928/photo/1,7.0,10.0,a,131,47,6556677,https://pbs.twimg.com/media/CT42GRgUYAA5iDo.jpg,None,redbone,0.506826,
2066,666033412701032449,2015-11-15 23:21:54,Twitter for iPhone,Here is a very happy pup. Big fan of well-maintained decks. Just look at that tongue. 9/10 would cuddle af https://t.co/y671yMhoiR,https://twitter.com/dog_rates/status/666033412701032449/photo/1,9.0,10.0,a,125,45,6556677,https://pbs.twimg.com/media/CT4521TWwAEvMyu.jpg,None,German_shepherd,0.596461,
2065,666044226329800704,2015-11-16 00:04:52,Twitter for iPhone,This is a purebred Piers Morgan. Loves to Netflix and chill. Always looks like he forgot to unplug the iron. 6/10 https://t.co/DWnyCjf2mx,https://twitter.com/dog_rates/status/666044226329800704/photo/1,6.0,10.0,a,302,141,6556677,https://pbs.twimg.com/media/CT5Dr8HUEAA-lEu.jpg,None,Rhodesian_ridgeback,0.408143,male
2064,666049248165822465,2015-11-16 00:24:50,Twitter for iPhone,Here we have a 1949 1st generation vulpix. Enjoys sweat tea and Fox News. Cannot be phased. 5/10 https://t.co/4B7cOc1EDq,https://twitter.com/dog_rates/status/666049248165822465/photo/1,5.0,10.0,None,109,40,6556676,https://pbs.twimg.com/media/CT5IQmsXIAAKY4A.jpg,None,miniature_pinscher,0.560311,
2063,666050758794694657,2015-11-16 00:30:50,Twitter for iPhone,This is a truly beautiful English Wilson Staff retriever. Has a nice phone. Privileged. 10/10 would trade lives with https://t.co/fvIbQfHjIe,https://twitter.com/dog_rates/status/666050758794694657/photo/1,10.0,10.0,a,133,58,6556675,https://pbs.twimg.com/media/CT5Jof1WUAEuVxN.jpg,None,Bernese_mountain_dog,0.651137,
2062,666051853826850816,2015-11-16 00:35:11,Twitter for iPhone,This is an odd dog. Hard on the outside but loving on the inside. Petting still fun. Doesn't play catch well. 2/10 https://t.co/v5A4vzSDdc,https://twitter.com/dog_rates/status/666051853826850816/photo/1,2.0,10.0,an,1228,859,6556675,https://pbs.twimg.com/media/CT5KoJ1WoAAJash.jpg,None,,0.0,
2061,666055525042405380,2015-11-16 00:49:46,Twitter for iPhone,Here is a Siberian heavily armored polar bear mix. Strong owner. 10/10 I would do unspeakable things to pet this dog https://t.co/rdivxLiqEt,https://twitter.com/dog_rates/status/666055525042405380/photo/1,10.0,10.0,a,441,257,6556675,https://pbs.twimg.com/media/CT5N9tpXIAAifs1.jpg,None,chow,0.692517,
2060,666057090499244032,2015-11-16 00:55:59,Twitter for iPhone,My oh my. This is a rare blond Canadian terrier on wheels. Only $8.98. Rather docile. 9/10 very rare https://t.co/yWBqbrzy8O,https://twitter.com/dog_rates/status/666057090499244032/photo/1,9.0,10.0,a,300,142,6556675,https://pbs.twimg.com/media/CT5PY90WoAAQGLo.jpg,None,golden_retriever,0.00795896,
2059,666058600524156928,2015-11-16 01:01:59,Twitter for iPhone,Here is the Rand Paul of retrievers folks! He's probably good at poker. Can drink beer (lol rad). 8/10 good dog https://t.co/pYAJkAe76p,https://twitter.com/dog_rates/status/666058600524156928/photo/1,8.0,10.0,the,114,58,6556675,https://pbs.twimg.com/media/CT5Qw94XAAA_2dP.jpg,None,miniature_poodle,0.201493,
2058,666063827256086533,2015-11-16 01:22:45,Twitter for iPhone,This is the happiest dog you will ever see. Very committed owner. Nice couch. 10/10 https://t.co/RhUEAloehK,https://twitter.com/dog_rates/status/666063827256086533/photo/1,10.0,10.0,the,480,223,6556354,https://pbs.twimg.com/media/CT5Vg_wXIAAXfnj.jpg,None,golden_retriever,0.77593,
2057,666071193221509120,2015-11-16 01:52:02,Twitter for iPhone,Here we have a northern speckled Rhododendron. Much sass. Gives 0 fucks. Good tongue. 9/10 would caress sensually https://t.co/ZoL8kq2XFx,https://twitter.com/dog_rates/status/666071193221509120/photo/1,9.0,10.0,None,148,62,6556675,https://pbs.twimg.com/media/CT5cN_3WEAAlOoZ.jpg,None,Gordon_setter,0.503672,
2056,666073100786774016,2015-11-16 01:59:36,Twitter for iPhone,Let's hope this flight isn't Malaysian (lol). What a dog! Almost completely camouflaged. 10/10 I trust this pilot https://t.co/Yk6GHE9tOY,https://twitter.com/dog_rates/status/666073100786774016/photo/1,10.0,10.0,None,326,169,6556675,https://pbs.twimg.com/media/CT5d9DZXAAALcwe.jpg,None,Walker_hound,0.260857,
2055,666082916733198337,2015-11-16 02:38:37,Twitter for iPhone,Here we have a well-established sunblockerspaniel. Lost his other flip-flop. 6/10 not very waterproof https://t.co/3RU6x0vHB7,https://twitter.com/dog_rates/status/666082916733198337/photo/1,6.0,10.0,None,119,45,6556675,https://pbs.twimg.com/media/CT5m4VGWEAAtKc8.jpg,None,pug,0.489814,male
2054,666094000022159362,2015-11-16 03:22:39,Twitter for iPhone,This appears to be a Mongolian Presbyterian mix. Very tired. Tongue slip confirmed. 9/10 would lie down with https://t.co/mnioXo3IfP,https://twitter.com/dog_rates/status/666094000022159362/photo/1,9.0,10.0,None,165,76,6556675,https://pbs.twimg.com/media/CT5w9gUW4AAsBNN.jpg,None,bloodhound,0.195217,
2053,666099513787052032,2015-11-16 03:44:34,Twitter for iPhone,Can stand on stump for what seems like a while. Built that birdhouse? Impressive. Made friends with a squirrel. 8/10 https://t.co/Ri4nMTLq5C,https://twitter.com/dog_rates/status/666099513787052032/photo/1,8.0,10.0,None,157,71,6556673,https://pbs.twimg.com/media/CT51-JJUEAA6hV8.jpg,None,Lhasa,0.58233,
2052,666102155909144576,2015-11-16 03:55:04,Twitter for iPhone,Oh my. Here you are seeing an Adobe Setter giving birth to twins!!! The world is an amazing place. 11/10 https://t.co/11LvqN4WLq,https://twitter.com/dog_rates/status/666102155909144576/photo/1,11.0,10.0,None,80,13,6556673,https://pbs.twimg.com/media/CT54YGiWUAEZnoK.jpg,None,English_setter,0.298617,
2051,666104133288665088,2015-11-16 04:02:55,Twitter for iPhone,Not familiar with this breed. No tail (weird). Only 2 legs. Doesn't bark. Surprisingly quick. Shits eggs. 1/10 https://t.co/Asgdc6kuLX,https://twitter.com/dog_rates/status/666104133288665088/photo/1,1.0,10.0,None,14460,6696,6556673,https://pbs.twimg.com/media/CT56LSZWoAAlJj2.jpg,None,,0.0,
2050,666268910803644416,2015-11-16 14:57:41,Twitter for iPhone,Very concerned about fellow dog trapped in computer. 10/10 https://t.co/0yxApIikpk,https://twitter.com/dog_rates/status/666268910803644416/photo/1,10.0,10.0,None,105,36,6556672,https://pbs.twimg.com/media/CT8QCd1WEAADXws.jpg,None,,0.0,
2049,666273097616637952,2015-11-16 15:14:19,Twitter for iPhone,Can take selfies 11/10 https://t.co/ws2AMaNwPW,https://twitter.com/dog_rates/status/666273097616637952/photo/1,11.0,10.0,None,178,77,6556671,https://pbs.twimg.com/media/CT8T1mtUwAA3aqm.jpg,None,Italian_greyhound,0.176053,
1884,669354382627049472,2015-11-25 03:18:15,Twitter for iPhone,Meet Dug. Dug fucken loves peaches. 8/10 https://t.co/JtA1TG21Xx,https://twitter.com/dog_rates/status/669354382627049472/photo/1,8.0,10.0,Dug,2822,1350,6556649,https://pbs.twimg.com/media/CUoGQjdXAAAkaz2.jpg,None,Chihuahua,0.97399,
1882,669363888236994561,2015-11-25 03:56:01,Twitter for iPhone,Here we have a Gingivitis Pumpernickel named Zeus. Unmatched tennis ball capacity. 10/10 would highly recommend https://t.co/jPkd7hhX7m,https://twitter.com/dog_rates/status/669363888236994561/photo/1,10.0,10.0,None,650,244,6556650,https://pbs.twimg.com/media/CUoO1TLWsAA0Z3w.jpg,None,golden_retriever,0.539004,
1719,672482722825261057,2015-12-03 18:29:09,Twitter for iPhone,This is light saber pup. Ready to fight off evil with light saber. 10/10 true hero https://t.co/LPPa3btIIt,https://twitter.com/dog_rates/status/672482722825261057/photo/1,10.0,10.0,light,1183,645,6556508,https://pbs.twimg.com/media/CVUjd14W4AE8tvO.jpg,None,West_Highland_white_terrier,0.5861729999999999,
1718,672488522314567680,2015-12-03 18:52:12,Twitter for iPhone,"This is Jackie. She was all ready to go out, but her friends just cancelled on her. 10/10 hang in there Jackie https://t.co/rVfi6CCidK",https://twitter.com/dog_rates/status/672488522314567680/photo/1,10.0,10.0,Jackie,1160,471,6556508,https://pbs.twimg.com/media/CVUovvHWwAAD-nu.jpg,None,Doberman,0.605358,female
1717,672523490734551040,2015-12-03 21:11:09,Twitter for iPhone,When she says she'll be ready in a minute but you've been waiting in the car for almost an hour. 10/10 https://t.co/EH0N3dFKUi,https://twitter.com/dog_rates/status/672523490734551040/photo/1,10.0,10.0,None,677,185,6556508,https://pbs.twimg.com/media/CVVIjGbWwAAxkN0.jpg,None,golden_retriever,0.5659810000000001,female
1716,672538107540070400,2015-12-03 22:09:14,Twitter for iPhone,Meet Darby. He's a Fiscal Tutankhamen Waxbeard. Really likes steak. 7/10 https://t.co/rSndxTL0Ap,https://twitter.com/dog_rates/status/672538107540070400/photo/1,7.0,10.0,Darby,1069,398,6556507,https://pbs.twimg.com/media/CVVV1wJWoAEcOyk.jpg,None,Chihuahua,0.160274,
1715,672591271085670400,2015-12-04 01:40:29,Twitter for iPhone,Lots of pups here. All are Judea Hazelnuts. Exceptionally portable. 8/10 for all https://t.co/Pa8EmpDCuI,https://twitter.com/dog_rates/status/672591271085670400/photo/1,8.0,10.0,None,756,199,6556507,https://pbs.twimg.com/media/CVWGMQMWUAA7aOM.jpg,None,,0.0,
1714,672591762242805761,2015-12-04 01:42:26,Twitter for iPhone,This is Taz. He boxes leaves. 10/10 https://t.co/bWQ0iIcP0w,https://twitter.com/dog_rates/status/672591762242805761/photo/1,10.0,10.0,Taz,988,355,6556506,https://pbs.twimg.com/media/CVWGotpXAAMRfGq.jpg,None,kuvasz,0.777659,male
1712,672604026190569472,2015-12-04 02:31:10,Twitter for iPhone,This is a baby Rand Paul. Curls for days. 11/10 would cuddle the hell out of https://t.co/xHXNaPAYRe,https://twitter.com/dog_rates/status/672604026190569472/photo/1,11.0,10.0,a,1162,433,6556505,https://pbs.twimg.com/media/CVWRyylWIAAMltv.jpg,None,toy_poodle,0.8201579999999999,
1711,672609152938721280,2015-12-04 02:51:33,Twitter for iPhone,This is Caryl. Likes to get in the microwave. 9/10 damn it Caryl https://t.co/YAVwvNaois,https://twitter.com/dog_rates/status/672609152938721280/photo/1,9.0,10.0,Caryl,1158,412,6556506,https://pbs.twimg.com/media/CVWWdKLWEAEnSk7.jpg,None,,0.0,
1708,672640509974827008,2015-12-04 04:56:09,Twitter for iPhone,This is Leonidas. He just got rekt by a snowball. 9/10 doggy down https://t.co/uNrmYDUa9M,https://twitter.com/dog_rates/status/672640509974827008/photo/1,9.0,10.0,Leonidas,1011,344,6556506,https://pbs.twimg.com/media/CVWy9v-VAAALSoE.jpg,None,Chesapeake_Bay_retriever,0.420155,male
1707,672828477930868736,2015-12-04 17:23:04,Twitter for iPhone,This is Jerry. He's a Timbuk Slytherin. Eats his pizza from the side first. Crushed that cup with his bare paws 9/10 https://t.co/fvxHL6cRRs,https://twitter.com/dog_rates/status/672828477930868736/photo/1,9.0,10.0,Jerry,1309,518,6556506,https://pbs.twimg.com/media/CVZd7ttWcAEs2wP.jpg,None,,0.0,male
1706,672834301050937345,2015-12-04 17:46:12,Twitter for iPhone,"This is Ed. He's not mad, just disappointed. 10/10 https://t.co/BIljU0zhLN",https://twitter.com/dog_rates/status/672834301050937345/photo/1,10.0,10.0,Ed,1370,613,6556506,https://pbs.twimg.com/media/CVZjOktVAAAtigw.jpg,None,Pembroke,0.5825600000000001,
1704,672884426393653248,2015-12-04 21:05:23,Twitter for iPhone,Marvelous dog here. Rad ears. Not very soft. Large tumor on nose. Has a pet rock. Good w kids. 6/10 overall neat pup https://t.co/g5YkRqP0dg,https://twitter.com/dog_rates/status/672884426393653248/photo/1,6.0,10.0,None,1621,880,6556506,https://pbs.twimg.com/media/CVaQ0M4UsAAki3t.jpg,None,,0.0,
1702,672902681409806336,2015-12-04 22:17:55,Twitter for iPhone,This is Jimison. He's stuck in a pot. Damn it Jimison. 9/10 https://t.co/KpLyca3o3E,https://twitter.com/dog_rates/status/672902681409806336/photo/1,9.0,10.0,Jimison,1420,536,6556506,https://pbs.twimg.com/media/CVahaz9XAAA8uTy.jpg,None,,0.0,
1701,672964561327235073,2015-12-05 02:23:49,Twitter for iPhone,This is Terry. He's a Toasty Western Sriracha. Doubles as a table. Great for parties. 10/10 would highly recommend https://t.co/1ui7a1ZLTT,https://twitter.com/dog_rates/status/672964561327235073/photo/1,10.0,10.0,Terry,1480,689,6556506,https://pbs.twimg.com/media/CVbZsouWUAIsxMc.jpg,None,Chihuahua,0.292343,
1700,672968025906282496,2015-12-05 02:37:35,Twitter for iPhone,This is Gustaf. He's a purebred Chevy Equinox. Loves to shred. Gnarly lil pup. Great with the babes. 11/10 https://t.co/7CbO2eMAgJ,https://twitter.com/dog_rates/status/672968025906282496/photo/1,11.0,10.0,Gustaf,1369,589,6556506,https://pbs.twimg.com/media/CVbc2V2WsAE3-kn.jpg,None,toy_poodle,0.678046,
1697,672980819271634944,2015-12-05 03:28:25,Twitter for iPhone,Extraordinary dog here. Looks large. Just a head. No body. Rather intrusive. 5/10 would still pet https://t.co/ufHWUFA9Pu,https://twitter.com/dog_rates/status/672980819271634944/photo/1,5.0,10.0,None,1881,1054,6556507,https://pbs.twimg.com/media/CVbodBOUsAAb7jZ.jpg,None,basset,0.219461,
1696,672984142909456390,2015-12-05 03:41:37,Twitter for iPhone,Very happy pup here. Always smiling. Loves his little leaf. Carries it everywhere with him. 9/10 https://t.co/81BCQAyvcs,https://twitter.com/dog_rates/status/672984142909456390/photo/1,9.0,10.0,None,1297,577,6556506,https://pbs.twimg.com/media/CVbrcZyVAAA5Wpq.jpg,None,,0.0,male
1694,672995267319328768,2015-12-05 04:25:50,Twitter for iPhone,This is Pumpkin. He can look in two different directions at once. Great with a screwdriver. 8/10 https://t.co/odpuqtz2Fq,https://twitter.com/dog_rates/status/672995267319328768/photo/1,8.0,10.0,Pumpkin,993,318,6556507,https://pbs.twimg.com/media/CVb1mRiWcAADBsE.jpg,None,French_bulldog,0.7195590000000001,male
1693,672997845381865473,2015-12-05 04:36:04,Twitter for iPhone,Say hello to Kenzie. She is a fluff ball. 12/10 you'd need to taser me for me to let go of her https://t.co/dph1UHNJrg,https://twitter.com/dog_rates/status/672997845381865473/photo/1,12.0,10.0,Kenzie,2043,767,6556507,https://pbs.twimg.com/media/CVb39_1XIAAMoIv.jpg,None,chow,0.517255,female
1705,672877615439593473,2015-12-04 20:38:19,Twitter for iPhone,This is Oscar. He's getting bombarded with the snacks. Not sure he's happy about it. 8/10 for Oscar https://t.co/dJHI7uC2y3,https://twitter.com/dog_rates/status/672877615439593473/photo/1,8.0,10.0,Oscar,1069,393,6556506,https://pbs.twimg.com/media/CVaKn75XAAEU09u.jpg,None,Chihuahua,0.412362,male
1691,673213039743795200,2015-12-05 18:51:11,Twitter for iPhone,This is Dexter. He just got some big news. 10/10 https://t.co/CbvCUE6PFI,https://twitter.com/dog_rates/status/673213039743795200/photo/1,10.0,10.0,Dexter,2353,906,6556507,https://pbs.twimg.com/media/CVe7r7QVEAAc4Bg.jpg,None,schipperke,0.8880819999999999,male
1721,672475084225949696,2015-12-03 17:58:48,Twitter for iPhone,This is Buddy. He's photogenic af. Loves to sexily exit pond. Very striped. Comes with shield. 8/10 would pet well https://t.co/mYhQvAdV4f,https://twitter.com/dog_rates/status/672475084225949696/photo/1,8.0,10.0,Buddy,1502,749,6556508,https://pbs.twimg.com/media/CVUchRHXAAE4rtp.jpg,None,,0.0,
1723,672272411274932228,2015-12-03 04:33:27,Twitter for iPhone,This is Pippin. He is terrified of his new little yellow giraffe. 11/10 https://t.co/ZICNl6tIr5,"https://twitter.com/dog_rates/status/672272411274932228/photo/1,https://twitter.com/dog_rates/status/672272411274932228/photo/1",11.0,10.0,Pippin,6735,3599,6556508,https://pbs.twimg.com/media/CVRkLuJWUAAhhYp.jpg,None,pug,0.914685,male
1751,671744970634719232,2015-12-01 17:37:36,Twitter for iPhone,Very fit horned dog here. Looks powerful. Not phased by wind. Great beard. Big enough to ride? 6/10 would cuddle https://t.co/wwwYO9C9kl,https://twitter.com/dog_rates/status/671744970634719232/photo/1,6.0,10.0,None,1399,821,6556514,https://pbs.twimg.com/media/CVKEfMKWoAAR-Ud.jpg,None,,0.0,
